business_id,name,address,city,state,postal_code,stars,review_count,review_id,user_id,user_given_stars,text,useful,funny,cool,sentiment
HmI9nhgOkrXlUr6KZGZZew,Rocky's,4759 Liberty Ave,Pittsburgh,PA,15224,3,16,9YeLAg35GmU47TE9SfE6tA,oxxHn3CSVW8N1JPLiOCHqg,1,"Greasy mess, we had two specials. Eggs and Sausage the sausage was burnt. I asked for eggs and bacon well done, it wasn't. She took it back then it was flabby and burnt. I didn't think that was possible! Waitress wasn't friendly at all. First and last time! Save your money, go anywhere else!",0,0,0,Negative
hUCujBvgttk5jNh_uQwi2Q,Spak Brothers Pizza and More,5107 Penn Ave,Pittsburgh,PA,15224,4,219,UJln2KUqkGs5f4hTRwnMBw,y6O493_TsQoPwu7HwDZPvg,3,"Spak Brothers is by far the best pizza I've had in Pittsburgh, though that's no impressive feat. Overall a decent pie, though the crust isn't great. I'd avoid the small pies--they seem to be significantly different than the individual slices and larger pies. I'm slightly put off by the fact that they offer vegan cheese substitutes--no self-respecting pizza pie parlor should lower the quality of their offerings at the behest of self-aggrandizing fad dieters masquerading as moral juggernauts.",7,10,3,Negative
Iam7tYWhssw_rscSBkeRIQ,Fiori's Pizzaria,103 Capital Ave,Pittsburgh,PA,15226,4.5,254,ogGNvfnvjg5vyYJch3EwRg,g3V76Ja0XgWS1rqx0gxL_A,3,"Service is just okay--they are rude short with you. No parking. On a brick road that will have your car shaking the whole time. You will get your car swiped if you aren't careful. The cheese blend is good. The sauce is sweet: not slightly sweet, but sweet. There is a lot of appeal to Fioris because of the sauce. I guess I prefer something savory in my sauce and find the aggravation to make it less worthwhile than Mineo's in Mt. Lebanon",1,0,0,Negative
iY35AnV-Rf4nY81qkiMLag,Little Bangkok In the Strip,1906 Penn Ave,Pittsburgh,PA,15222,4,111,WWQKBmd9K5E3v3uqBMMp9A,vvkKcg7_5i-S5f4SuNEEDg,3,I've been spoiled by Nikki Thai pineapple fried rice with shrimp. This is ok but definitely not worth the $16. I paid. The rice was soggy. Very disappointed.,0,0,0,Negative
jalA5zHW8ZfY3RSPG7oDxQ,Cafe Du Jour,1107 E Carson St,Pittsburgh,PA,15203,4.5,149,c2LY-NGTCdBvnSRkqd7UgA,b4ZbEEDbCPT6pVT4ImJU4w,3,"A city restaurant without a website - how quaint! I don't think I would have ever discovered it without Yelp. I first sought it out based on reviews a few years ago and I remember thoroughly enjoying a salad on the patio on a fine summer's day. Then, earlier this spring my partner and I stopped by to read the menu - my partner noted the sorta high prices and I noted the total lack of vegan options. Someone from inside popped out to let us know that they weren't yet open for dinner (it was b\/w lunch and dinner time) and asked if we'd like to make a reservation for later, all in a very kind and inviting manner. I mentioned that I was hoping to find something vegan and she assured me that the chef could make something. We passed that time (due to cheap partner), but I knew I would return for some al fresco joy, and earlier this week, I did. I called ahead to make a reservation and to make sure they were really ok with making a vegan entree. When we arrived, the vegan thing was acknowledged by our server and we were seated in the best spot on the patio, next to the cute and oddly gregarious turtles! We were handed some well used paper menus and our cheap sparkling wines were properly chilled\/corked\/stored. From then on, things got awkward. My dining companion, who kept baby talking to the turtles throughout the meal and even feeding them, coerced me into drinking her recently deceased grandmother's favorite cheap sparkling wine (Asti) and we made a toast to this woman I never had the pleasure of meeting. And we were left with crusty menus that which had no apparent vegan selections and waited for the server to, um, maybe, uh mention what they could do. Instead she came to take our order. And I had to explain that since nothing is really vegan on the menu, I needed her to describe what could be made vegan. Uhhhh, the mushroom consomme annnnd a salad...ummm...let me go ask the chef. The chef had an excellent answer, it is a mystery to me as to why he was not consulted earlier. I did try the mushroom consomme to start, which was alright (I would not order it again), and ordered the chef's special with was described as a zucchini stuffed with spiced cous cous. Sounded boring. But as presented, it had a lot going on, I almost feared it had too much going on - tomato sauce, capers, walnuts, basil, golden raisins, cinnamon, bread crumbs...whoa! Was it going to be as clumsy as our service? No! It was well composed and very satisfying to my palate which was maybe only slightly deteriorated from drinking Asti. The chef also sent out some complimentary small bites before our entrees, I imagine because the special dish was expected to take longer than a usual menu item, though it didn't seem like an especially long wait. Awesome gesture, as it proved someone was on their toes. At the end of the meal we had our second most painful conversation with the server, regarding coffee. It should have been a pretty simple exchange, really. I ordered espresso and my friend asked if the coffee was french pressed. Instead of just saying ""no,"" we got some bumbling convoluted answer that left us confused - I was able to gather that no, it was not french press coffee and that either the coffee or espresso (or both?) were from some sort of pod - like maybe a machine that sort of presses a pod...My friend, bewildered, just ordered an espresso, but I had to ask, soooo is the espresso from a pod thingy? Yep...ok, I am sorry but I don't want the espresso, and I joked about drawing the line at imitation ""champagne."" No fun. I tried to be really kind and easy going to make up for being such a damn snob, an inconvenience at every turn, for trying to understand what was being offered. As I watched our server describe the specials to an arriving table, counting the two of them on her fingers as if she was twisting each special off of a finger and squeezing it into her palm, I felt sorry for those others who came to endure her writhing translations. As much as I appreciated my special dish, and service aside, I probably would not put them through the trouble of having me dine again. I don't believe the menu changes very often, definitely not every day as the name suggests, as it didn't seem particularly seasonal (for example, one of their two desserts featured pumpkin which, even though it's none of my business, I thought was weird for late June), nor much, if at all, different from my previous visits, and certainly not freshly printed. Nonplussed? + Cash only (+ as in bring it) + Very pleasant patio for those rare perfect days + ^ With friendly turtles, until turtle soup season (maybe next year) + BYOB + Capable and accommodating kitchen to make up for non-communicative server = Worth trying, especially if you don't have dietary restrictions, you have expendable cash, it's a nice day to spend with turtles and you want to provide your own Asti. Hrm, the nonplussed point system might be my new method of expressing cynical optimism.",6,3,2,Negative
jBKJMUcMuBmHqe5_U7GQ0Q,El Campesino,4771 McKnight Rd,Pittsburgh,PA,15237,3,83,qLkfngR2GepPTi6x3vgBdw,oxxHn3CSVW8N1JPLiOCHqg,1,"First time here, food okay. I would comment on service but we didn't get any. I don't think our waiter said 2 words to us, except no to a question. We wouldn't go back to many other places to try. No wonder it was empty?",1,0,0,Negative
JFkY8zMcD_HLGcFTlxiV2Q,Redbeard's Sports Bar & Grill,201 Shiloh St,Pittsburgh,PA,15211,3.5,102,VFC8_Kw0om_98eJhpUfIMw,0Pj91NFPtXWeIDaLp2kuyw,3,"Another place that my friend Justin always takes me to. The food is pretty average, and the beer isn't cheap. It's a bar, and the staff is ok for what it is I guess. I just don't get it.",0,0,0,Negative
jhP9rUsV-KvgHu1n--7Q3w,Khoo's Garden,"1130 Perry Hwy, Ste 26",Pittsburgh,PA,15237,3.5,21,42sEvnPBFhH6tOfdHMGsmA,wkokiWbTL9yf-NJUK6cb8Q,3,"We decided to try this place as it's been quite awhile since the North Hills has seen a Chinese buffet. We were greeted with an overpowering aroma of incense and seated promptly. We went up to the buffet and boy was it tiny! 2 soups, rice, noodles, a tray of fried selections and a few entrees: General Tsos, Kung Pao chicken, chicken with broccoli,sweet and sour chicken and pancakes. No salad,no fresh veggies etc..... Once we got to our seat I was pleased to find complimentary hot jasmine tea and wonton chips with dipping sauces. Sorry to say these were the highlight of the meal and the tea was only thing that was hot. Good service but I will not return.",1,0,1,Negative
JLbgvGM4FXh9zNP4O5ZWjQ,Meat & Potatoes,649 Penn Ave,Pittsburgh,PA,15222,4,1476,QsbJtRhQdUWIrPdNV3MieQ,_k--acppctACyxw0XIG1kw,3,"We had visited another restaurant owned by the same group previously, and loved it, so we had high hopes for this place to. Most of the food was pretty tasty and service was attentive. We started with cocktails and crispy pork ears served with quick pickles. The ears were nice and crunchy - more like crispy bacon than some other places I've tried them. We also had the poutine which much like American poutine in general does hold up to its Canadian counterpart. But if you haven't had it in Canada, this one was okay. My one compliant is the cheese curds - there isn't enough and their consistency is such that they don't really melt. I had the buffalo two ways - buffalo steak served with buffalo sweet breads. The steak was yummy and fairly light. I usually like sweet breads, but these were maybe too big because they seemed a little too glandular for me to stomach. Plus I wasn't a fan of the buffalo sauce. If you like buffalo wings, you might enjoy this spin. We also had the bone in steak served with twice baked potatoes. It was a nice steak and a good representation for a restaurant of the same name.",1,0,0,Negative
-7H-oXvCxJzuT42ky6Db0g,Industry Public House,4305 Butler St,Pittsburgh,PA,15201,3.5,466,8PD39_lquSsZxBy4HGqosg,_IdTj2sFDC2-OvEF2W56_A,1,This place has the worst customer service I have experienced in a very long time. Came here with a group and it was unbelievable how terrible it was. There was 1 bar tender from our first trip to the bar that was ok everyone else... We sat down at our table and waited for 25 minutes for our drinks. The food was not bad. Waited 20 plus minutes for our tabs with no drinks. Went to the bar after dinner and waited 15 minutes to get a drink. Asked to have the World Series put on and was told that the games that are on are what stays on the tv. Funny thing was that the World Series was the only game on that night and the rest of the tv's were just garbage tv. This is not my first bad experience service wise and I will not be returning.,0,0,0,Negative
-7H-oXvCxJzuT42ky6Db0g,Industry Public House,4305 Butler St,Pittsburgh,PA,15201,3.5,466,E5T28XzBzEg4R1QIsc6zEQ,AUpjuj0NsY5piiFHRVGaCA,1,"I don't get it. Ate there on a Saturday night during Art All Night weekend. Eight of us. It was OK at best. Drink sucked. Maybe it was not exotic enough for all the craft cocktail nonsense. But how hard is it to make a Stoli&Soda? Ordered togo food today. Poor at best. Ribs burnt with a ketchup BBQ on top of fries. No Cole slaw like menu said. Fried pickles totally different from last time,and Mac & cheese oily with no taste. Third try for me. I am done.",0,0,0,Negative
7mOWMhlibS62hedb1m5A3Q,The Summit,200 Shiloh St,Pittsburgh,PA,15211,4,102,HR3jmbypk6X234_vEmOWuA,80a_Mtv9FcyySIlnIq5EAQ,2,I wanted to love this bar since I live pretty close but I was rather disappointed. First off its very small. Limited seating. The cocktails are good but pricey. Me and my friend waited and waited at the bar trying to get a second drink and we couldn't even get a bartender to look our way. Yes it was busy but that was no excuse. We ended up walking across the street to redbeards where we got served immediately. Oh and redbeards has food!,1,0,0,Negative
7U73RqIg6JA0WThxWUV3uA,Jade Grille,670 Washington Rd,Pittsburgh,PA,15228,4,150,OrKxZkT_0d0-deXM32n92w,PpR9WNCcnU7YFH7lL8n_-A,3,First visit to Jade Grill. It was pretty typical Asian fare. We got sushi to start out. It was good. We got the black and gold roll. It was tasty. We also got another roll. I believe it was spicy tuna w salmon on top. Good but too much texture for my taste. It was my boyfriends pick. For dinner I had the kabob salad. Very nice size but the menu said it came with feta cheese and it had blue cheese on it. I'm not a huge blue cheese fan but it was still good. My boyfriend got the spicy beef and peppers. The beef was a little gristly and it had a ginger flavor that was a bit overpowering. Overall I would return again. I'd like to try a chicken dish. The presentations and portions sizes were good. I would have rated the restaurant a 3 and a half but couldn't figure out how to do a half star. Not bad to try if you are in the area.,0,0,0,Negative
JLbgvGM4FXh9zNP4O5ZWjQ,Meat & Potatoes,649 Penn Ave,Pittsburgh,PA,15222,4,1476,Tjp0_7QEWp4jZdloq-jwZw,2otXDEiKDqUbox4BS6uK0g,2,"We were very excited to try this restaurant and went there on Saturday night for my husband's birthday. After reading a lot of the Yelp reviews, I was looking forward to the food and was concerned about the poor service many before us reviewed. Well as you may guess by the rating, neither the food or the service was up to par. In my opinion, one of the very best things a restaurant can do to ensure its success is to make sure their servers are knowledgeable, gracious, super efficient & personable. If I'd had that, I'd probably give the food another chance. The most glaring failure during order taking was asking if we wanted bread or frites with our mussels and failing to mention when my husband said frites that he would again be served French fries with his brisket sandwich. Who seriously needs 2 orders of fries during 1 service? Our first beers we ordered off the bar menu were served in cans - that's an inexcusable restaurant decision that I wish they had made more obvious on that bar menu. Seriously, it's a gastropub not a tailgate! Draft beers were not mentioned by our server and had we not read the board on the other side of the bar and done an online search for the beer's description, we wouldn't have known they existed or what they were. She had no idea about any of the drafts when we asked. So many things on the menu were appealing we decided to order 4 items. We started with the smoked wings (recommended highly by other Yelpers) and the curry mussels. I got the feeling if we hadn't specified to our server that we considered the final 2 items to be our entrees, that all 4 items would have shown up at our ridiculously tiny table for 2 at once. When the 2 appetizers arrived at once we had to pile everything on top of each other because the table didn't have room for 2 appetizers plus 2 small appetizer plates. The wings were actually really delicious with a nice smokey flavor and turned out to be the highlight of the meal. The mussels were nicely sized and plentiful but the curry sauce was sorely lacking in flavor. Then our server disappeared for 20 minutes, stopped by to tell us she was sorry about our wait but our food would be up in 1 minute, then disappeared for 25 additional minutes. My husband found her scurrying by long enough to tell her to please cancel the rest of our food if it wasn't already sitting in the back. She disappeared for another 5 minutes and appeared with only my husband's brisket sandwich which came with more frites. She squeezed into the tiny space between us & the next table and informed me that my short rib flatbread had hit the floor as she was racing it to our table but that they had started another one and it would be done in 7 minutes. Not sure why the first one couldn't come out in 45 if it only took 7 to cook. Neither the brisket nor the flatbread were very good and unfortunately our attitudes toward Meat & Potatoes weren't either by the end of the evening.",8,3,3,Negative
JrrY4v21k7_qYxIidhi-aw,Kelly's Bar & Lounge,6012 Penn Cir S,Pittsburgh,PA,15206,3.5,144,Ynh8fes3oEOLEcos6b8Xfg,5sPUDsdIxNNGfjsLrdLuCA,2,"Kelly's is a pretty average bar...better than average music on some nights. The highlights of the place for me have always been the sweet potato fries, that they carry beer from the East End brewery, and usually the company I'm with. It's a convenient location if you're coming from the Highland park area. Other food I've had there- German style bar food was decent.",0,0,0,Negative
JS8zqTShTYXHvpsWYTaQ6A,Dive Bar & Grill,5147 Butler St,Pittsburgh,PA,15201,4,107,eR17cE8cBUOVmRsYvZftMA,BWjJ0mNxX5AuuKZpj-UrNg,2,"Second time here this time for brunch. I was really excited to try the chicken and funnel cake. I don't know what I was thinking. Of course the funnel cake was super greasy. The chicken was fried a little to hard for my liking, lacked flavor and was really bland. The home fries were flavorless as well and the salt n pepper I added didn't seem to make it better. I was really disappointed. My friends said their food was ok. I ate the chicken but literally had to take the breading off cause it was so crispy and add syrup to make it taste like something. So basically I had syrupy chicken. I would not go for brunch again. I would just order off their regular menu.",1,0,0,Negative
K6AKMjAdCSe8xllsbyeL9Q,Asia Tea House,4230 Forbes Ave,Pittsburgh,PA,15213,3,46,jYN2N17KclyYvK0pMz3gOw,zC70QZxr3nhQP3TKF3uTjA,2,Kind of bland for Chinese food.. I will go here if I have to when I am visiting Pittsburgh but only if I'm in a rush!,0,0,0,Negative
keJGpYownJ-j2zQJ5huvqg,Bigham Tavern,321 Bigham St,Pittsburgh,PA,15211,4,211,b3jWDNKY0UwyzsirFxcW7A,80a_Mtv9FcyySIlnIq5EAQ,3,"I love a good neighborhood spot and I love the atmosphere at Bighams but I have to say my past few visits the food has been disappointing. The service is always great, no issues with that. Ive gotten the grilled buffalo chicken sandwich twice in the last month and both times the chicken was very dry. I also didn't get a strong buffalo taste it tasted rather plain. Last weekend I got the chips with the sandwich and I think I counted 6 chips on my plate. I didn't feel that was a sufficient side. My friends joked that maybe the rest fell off my plate.",0,0,0,Negative
K-SsrPH0nFExdpLrTo1X1w,Burgatory,300 Mcholme Dr,Pittsburgh,PA,15275,4,434,Ax5dVkXIoC9jgtDu5yNFEw,DCAKyYwrhKEbxT8XIfPIeQ,3,"I like burgers. I like the unique 'botique'-burger treatment that Burgatory gives its burgers. I will keep coming back...but... I've had a mixed bag of experiences. Half so-so, and half really good. In general I'd say my so-so experiences are characterized by an overdone, dry burger. That's a pretty big deal for a place in Burgatory's price point, selling gourmet versions of the Five Guys burger next door. I mean, what's to keep you coming to get a so-so burger at twice the price? In addition to that, about 2\/3 of the time the chips they serve with the burgers taste stale. I'm not sure if they make them ahead or not. They just taste like they did. Finally...the fortune cookie. It's never NOT been stale. My really good experiences are when the burger is well cooked (not cooked well...if you get my meaning), and the chips are crisp and fresh. I can overlook the stale fortune cookie...I mean it's not why I'm there. The shakes are great (but too filling for me in general) and I have complaints about the staff. If you visit, I hope it's on a 'really good' day.",0,0,0,Negative
l1JDX-o0wCLykuh78R8Kng,Whitfield,120 S Whitfield St,Pittsburgh,PA,15206,4,137,wgznR-VcOkBuRCY0rGWgRw,73oH1XFqe-y40Y93F3uQLQ,2,"$9 dollar mimosas made with cheap sparkling wine - $9 would be justified if the product was mid range. $21 dollars for bad steak and frozen fries When you think steak and eggs you don't picture a meal that seems like it was made from leftover dinner from the night before The server was great, staff was great, place was clean and a cool concept. This place is a little over rated, Highly priced. $95dollar brunch tab for two and $110 after tip. This is a one and done trip for us.",8,1,1,Negative
leG7stzwTdc37b8Ma1TEeA,McDonald's,82 Fort Couch Rd,Pittsburgh,PA,15241,2,7,HUYxha8_Wl_ypTAIzdtVfA,ybLImXBm-NlyQ_VEEyeGAA,1,"I don't think I've had McDonalds since Supersize Me, and I was disappointed. My order was messes up and i ended up with a fish filet instead of chicken. I didn't bother eating that,",0,0,0,Negative
LkcGDfznt-QzjL22fO3F4Q,Stoke's Grill,4771 McKnight Rd,Pittsburgh,PA,15237,3.5,96,oL19L3cBqZW4AGA0uRWBmA,g3V76Ja0XgWS1rqx0gxL_A,3,"I posted on Facebook suggestions for lunch in the North Hills and someone recommended this place to me. It looked like it had easy enough access for me, so I decided to check it out. I was craving a healthy-but-salty (oxymoron, right?) salad but changed my mind when I checked out the menu. It's an average sized place with a counter that you walk up to and order from. You pay, sit, and they bring your food to you. It is BYO which is nice but not traditional as the place doesn't really seem to ""fit"" a BYO restaurant in the vibe or menu (it's a deli essentially). I ordered the white cheddar mac and cheese because it had an entire section on the menu for it so I figured it would be good. I also ordered the Motmot wrap which had turkey, bacon, some tomato aioli. I also got a foundtain drink. It ended up at about $15 which seemed a little high for a lunch. The service was quick which is nice for a workday lunch. The (side order) of mac and cheese? It was really good and could be a meal in itself. The bowl was put under a broiler to make it a little crispy. The noodles were slightly overcooked which I do not prefer in mac and cheese but the star of the dish was, of course, the cheese. Thick cheese sauce that I knew was hearty after three bites. Very cheddary--not too sharp. It was more like a glue than a sauce. The wrap came with chips and was served warm which I was not expecting. Too much aioli--this is common at restaurants anywhere, but I don't think a sandwhich needs to be dripping in dressing, especially since this was nothing special. The turkey was nice and thinly sliced. The bacon felt more like bacon bits than chopped bacon or even slices of bacon. The turkey was fresh. I only had a few chips. I couldn't tell if they were house made or otherwise. I went back after my three bites of mac and cheese for more. Outside of the noodles being overcooked, that dish is really something special. I would go back to try something else, just not a wrap because I think for the cost it's lacking in execution and flavor.",1,0,1,Negative
lKom12WnYEjH5FFemK3M1Q,Primanti Bros.,46 18th St,Pittsburgh,PA,15222,3.5,1101,b9XQXyZx1fttTsyQEiDqGw,NJOspTE_Ms-b8ACPKY73Ww,3,"The fries go inside, not on the side, of these deliciously messy sandwiches. Primanti Bros. is a historical and must-visit destination if you are doing a food tour of Pittsburgh. They are known for their innovation of putting the french fries inside of your sandwich (truckers not only need to keep their eyes on the road, but they also need their potatoes). I got a pastrami with a pickle on the side and thoroughly enjoyed it. It was piled high with fries and coleslaw. It was surprisingly well assembled so things never got too out of control. Our waitress seemed hostile, yet in the end was very attentive and responsive. It added to the atmosphere and fit the vibe of the place, so it was all good. Definitely check it out!",1,0,0,Negative
lKom12WnYEjH5FFemK3M1Q,Primanti Bros.,46 18th St,Pittsburgh,PA,15222,3.5,1101,eTVmEaFU5eqrjR8hMVyWJQ,OwcOUQU6UYUAIR60voJWew,3,"After watching man v food and hearing about the hype I was pretty excited to get my hands on one of these sandwiches. However, when I got the sandwich I was pretty disappointed. The sandwich I got was pretty bland and simple. It was a good sandwich, I just expected more with the hype.",0,0,0,Negative
lKom12WnYEjH5FFemK3M1Q,Primanti Bros.,46 18th St,Pittsburgh,PA,15222,3.5,1101,tDn52zh3Q-GoXSEyBHm0PA,AXJuXLwoZ30bGkzHY5SEFA,3,I do not eat cole slaw but it is really the element that makes these sandwiches. They aren't full of a lot of flavor but the combined ingredients are tasty.,0,0,0,Negative
lPljcKGwLlcwkLT5cl0yDg,Bruegger's Bagels,411 Seventh Ave,Pittsburgh,PA,15219,3.5,14,jMWG6zQFXn53C7Fn81QPBQ,lGN1YzuJz4EvFyETitZSPQ,3,"Bagels were excellent and they put the perfect amount of cream cheese on them. The poppy seed was excellent and strawberry cream cheese was perfect! I got the iced coffee and my sister got the cold brewed coffee. Mine was nice and bold and hers seemed a little watered down. The cashier was terribly nice, but didn't know the difference between iced and cold brewed coffee . Only annoying thing was that they were out of lids for the coffee cups. I would go back because the service was fast and accurate.",0,0,0,Negative
LQFmktF43j2NPncKdNd9mg,Fat Heads Saloon,1805 E Carson St,Pittsburgh,PA,15203,4,657,9_sNcUkQPC8onEQhOuAy1w,JqCTjT6DYagWifpcegcyWQ,3,"I have been to Pittsburgh and both times I have had drinks at this bar. The food is excellent, as well as the beer selection. Lots of IPAs on tap. Also, the surrounding area has lots of bars and restaurants. If visiting Pittsburgh, you have to go to the South Side.",0,0,0,Negative
LQFmktF43j2NPncKdNd9mg,Fat Heads Saloon,1805 E Carson St,Pittsburgh,PA,15203,4,657,m9PK3rV_bATR0FxBwOW9Ow,gdE08fH1krgdIykCyWUj1A,1,"Unfortunately, we had a very poor experience. I really wanted to like it hear and brought guests but was embarrassed by how bad it was. The place was half full and we waited 1.5 hours for our meal. We ordered our burgers rare...I'm being dead honest, our burgers were well done, we cut them in half and the beef crumbled from being overdone. We didn't send them back for fear of another hour plus wait. The restaurant filthy, complete with a spit was on the wall next to me. Our waitress was nice enough, but twice a kitchen person bumped into me without a simple ""sorry"". The only good thing was the order of smoked wings with Carolina sauce..pretty tasty. The bathrooms were filthy. Unfortunately I strongly recommend not going here unless you want to get wasted, it's a good atmosphere for that I suppose.",0,0,0,Negative
6WU_JVpPPnbAfBvMcRoPuw,Bartram House Bakery & Cafe,2612 E Carson St,Pittsburgh,PA,15203,3.5,70,yiRem4G1E-qb-LaN-i7PeA,ExpjbPeUz60N1Ji-kgTpVg,3,"We were visiting Pittsburg from Baltimore and ended up at this Awesome Place, if your a pastry lover and looking for varieties in it,This is the place. They have some wonderful pastries.",0,0,0,Negative
-7H-oXvCxJzuT42ky6Db0g,Industry Public House,4305 Butler St,Pittsburgh,PA,15201,3.5,466,bGxpTL5k0tBAY5FYFtNTKA,QgoRGgF86RWdhd4YFHRnQg,2,We came here for the bacon. Wild boar bacon and candied bacon. Well worth it! In fact the industry IPA is very good too. Also truffled fries with Gorgonzola cheese were very good. Very rich! A cool looking bar that fits the name. Service is more the suspect. The bartender looks more interested in taking stock of the beer coolers than actually helping people. She is very nice but inattentive. Had to flag her down several times. Then a different bartender came and gave me a tab charging me for an extra drink. But bacon bacon bacon!,3,1,1,Negative
7mU3l5VjH1IxsXcxBxUblg,Emilliano's Mexican Restaurant and Bar,2557 E Carson St,Pittsburgh,PA,15203,3.5,223,byhE7CnfzFRMkP1JE-qkgg,0Pj91NFPtXWeIDaLp2kuyw,3,"The service is hit or miss, but the food is almost always great. The staff was all eating lunch at the same time one day when we came in. They had to fight over who was going to get up to seat and serve us.",0,0,0,Negative
7ULRdJfVo2-Og5ZoGOECFg,Mediterrano,2193 Babcock Blvd,Pittsburgh,PA,15209,3.5,62,SR03yWDylC8J7plX1kqS0w,DCAKyYwrhKEbxT8XIfPIeQ,3,"Okay, this is my second visit to Mediterrano, the first being maybe a week or two after they opened, and BY (before Yelp). So fast forward to present. . . months later. My wife and I are seated in the empty restaurant (we got there slightly before noon). Let me hit the high points first. . . the gyro pitas? Great. The lamb was tender, seasoned nicely, REALLY hit the spot. Comfort food Greek style. Served with a huge plate of fries seasoned in salt with crumbled feta on them. It's nicely appointed. . . a surprise coming off the seeming depression era end of Babcock replete with its laundromats, beer distributors and auto repair places. That was the HARD stuff though. The EASY stuff was. . . well not awesome. Waitress seemed very green. My wife's HM (high-maintenance) order of gyro sans tomato and onion was duplicated on my order, and the waitress seemed pretty content to let it sit on the table, even suggesting perhaps I try it without the onions and tomato to see if maybe I'd ALSO like it that way. She was EXTREMELY friendly. . . just. . . that's not really superb table-waiting protocol. . . you know? When I asked what the soup of the day was, she said she didn't know then asked (in a very friendly way) if I'd like her to find out. Yes. I DID want her to find out what the soup of the day was. . . how else would I know whether I wanted to order it? It was cold cucumber and yogurt soup, and to be frank, it was REALLY good. Again, the hard stuff is getting the food to taste really good. They DID that. When she refilled my sprite it was flat. And I HATE being that guy that sends everything back. Hate it. But the order was wrong and the Sprite was flat. That's EASY stuff. Get the order right and make sure the Sprite's carbonated. . . the food was AWESOME. I'll come back. I consider this table waiting debacle a fluke. The food was great. I just can't give it more than the three stars I've rated it in good conscience based on the experience.",2,0,0,Negative
7xHbnGo4MXFkBm6gYSu_xg,Anthony's Coal Fired Pizza,1810 Settler's Ridge Center Dr,Pittsburgh,PA,15205,3.5,120,uwriXYSdnLIIY0ucVQ7jAg,Q6rsNGt_RXQ5aQ09AQmD6g,2,"Just had lunch here. Calzone was more than ""well done"" burnt is better word. Asked for hot sausage added... hmmm, if it was there we didn't find it other than the $1.99 added to the bill. The crust was so dry on top and burnt on bottom. Sauce was good. Don't think we will go back.",0,0,0,Negative
88Mq2edCXyXRtjmY_Vkarg,Rico's Restaurant,1 Rico Ln,Pittsburgh,PA,15237,4,41,PcuamD6qva5mpGaTH6tORw,86M8RPM6g0QFCOLNNfMMjg,3,Great passion for the culinary business and Rico is a great person. Take Don's photo off making the Caesar Salad - he doesn't know how to do it with the same passion. Put him in the banquet room serving water. LOL :),0,0,0,Negative
8L8QlR4XJeAblTKCqoDP0A,Bull River Taco,4849 Clairton Blvd,Pittsburgh,PA,15236,3.5,43,RC1dlGnB5tdOA0feCv8bvA,67ci-zI-Z6ABxAxTJRsd_Q,3,"Pretty good tacos! Nachos would've been better if they'd actually filled the container. The meat was awesome (had chicken, pork, and beef) and the toppings were not overtaking the whole taco. Tacos did get soggy in the car ride home but that's to be expected. They still held together well enough to eat! The sauces were so tasty and complemented the meat well. I'll try them again after they've had some time to settle in- you'll gain a star just for adding more nachos to your nachos!",0,0,0,Negative
9nTF596jDvBBia2EXXiOOg,I Tea Cafe,709 Bellefonte St,Pittsburgh,PA,15232,3.5,71,DGZIpw9ZH_y6kpYsoY8bKw,Caz0AvRFlKLt88Q8BRer3w,2,"I just had a bubble tea here so I cannot comment on the food. It tasted a little bit different than I am used to, but not exactly terrible. Unfortunately, I was throwing up a half hour later, so that slightly off flavor likely meant some very off ingredients were in there.",0,1,0,Negative
9tp082Mk5-Ux3x3YYjlyKg,Houlihan's Restaurant & Bar,125 W Station Square Drive,Pittsburgh,PA,15219,3,78,MRZcwnEw9wkXucxMvMi53g,y5TexBHIJIAbbEyd6KbaEA,1,Totally a nightmare. Cannot be salty anymore and It combines the worst part of litalian & Japanese & American style all together. What a disaster lunch.,0,0,0,Negative
LRHlcXcNERVsekrngMLphA,Pittzarella,1302 East Carson St,Pittsburgh,PA,15203,2.5,12,1djqHCiwJ2lMj2ytLQpdsg,iEZHFtv4DTAZxUxluMj8yQ,1,Ordered from there website after having a good experience from their bethel park location... after over an hour and a half no food arrived and the order was apparently nowhere to be found... very upset.,0,0,0,Negative
mRZCTkOgDc28VWYMvo3nVQ,Shady Grove,5500 Walnut St,Pittsburgh,PA,15232,3.5,197,FeLWta0BHwArB9NxuEtlHA,CFyvX-AZh6cunAMu_zoF_w,2,"Went to Shady Grove this afternoon and sat at the bar for a quick lunch. It was anything but! I originally went to order one of their ""taters"" - a loaded baked potato and the server told me, sorry we don't have them and that we are in the process of changing the menu. Thanks...then I waited 25 minutes for her to bring my second choice. The BBQ chicken wrap was okay as far as nourishment is concerned. I wouldn't go back. It looks like a cute cafe from the outside but its clear this place is a bar, serving bar food with bar service and bar atmosphere.",0,0,0,Negative
N7j_rJ0Vlwb-Gf-6cy4uiw,QDOBA Mexican Eats,2777 E Carson St,Pittsburgh,PA,15203,2.5,24,TuFrpav4SF_4yFZygN5J1g,0ZLOZtU2Lhn0TBZrAPO5QQ,1,"I went to this Qdoba a few times. No matter what I ordered, it was always bland. No amount of almost empty bottles of Cholula hot sauce could make up for it. They also have no idea of portion control when it comes to guac. Which means if you're getting some, prepare for two small avocado's worth. Although this place seems to have a reputation for bad customer service, my service has been pretty okay overall. Their pricing can be a bit weird at times though. They are not very consistent with what they do and don't change more for.",2,0,0,Negative
